,emotion,sentence,label,tokenized_sentence,cleaned_tokens
35114,E66,나를 좋아하는 마음은 확인했으니 나에게 올 때까지 기다려 줄 거야.,1,"['나를', '좋아하는', '마음은', '확인', '##했으니', '나에게', '올', '때까지', '기다려', '줄', '거야', '.']","['나를', '좋아하는', '마음은', '확인', '나에게', '올', '때까지', '기다려', '줄', '거야']"
35115,E66,출산할 때 혼자는 두려워서 고민했는데 남편이랑 엄마가 곁에 있어 준대. 마음이 놓여.,1,"['출산', '##할', '때', '혼자', '##는', '두려워', '##서', '고민했는데', '남편이랑', '엄마가', '곁에', '있어', '준', '##대', '.', '마음이', '놓여', '.']","['출산', '때', '혼자', '두려워', '고민했는데', '남편이랑', '엄마가', '곁에', '있어', '준', '마음이', '놓여']"
35116,E66,남편과 결혼하면 아이를 갖지 않고 둘이서만 여유롭게 살아가기로 마음먹었어.,1,"['남편과', '결혼', '##하면', '아이를', '갖지', '않고', '둘이서', '##만', '여유롭게', '살아', '##가기', '##로', '마음', '##먹', '##었어', '.']","['남편과', '결혼', '아이를', '갖지', '않고', '둘이서', '여유롭게', '살아', '마음']"
35117,E66,양가 부모님들이 결혼 비용에 많은 도움을 주셨어. 너무 든든해.,1,"['양', '##가', '부모님', '##들이', '결혼', '비용', '##에', '많은', '도움을', '주셨', '##어', '.', '너무', '든든', '##해', '.']","['양', '부모님', '결혼', '비용', '많은', '도움을', '주셨', '너무', '든든']"
35118,E66,나는 남자친구와 함께 있으면 세상에서 가장 행복한 사람이 되는 것만 같아.,1,"['나는', '남자친구', '##와', '함께', '있으면', '세상에서', '가장', '행복한', '사람이', '되는', '것만', '같아', '.']","['나는', '남자친구', '함께', '있으면', '세상에서', '가장', '행복한', '사람이', '되는', '것만', '같아']"
35269,E63,내가 지금까지 열심히 살아서 은퇴하고도 돈 걱정 없이 편안하게 쉴 수 있어서 너무 행복해.,1,"['내가', '지금까지', '열심히', '살아서', '은퇴', '##하고도', '돈', '걱정', '없이', '편안하게', '쉴', '수', '있어서', '너무', '행복해', '.']","['내가', '지금까지', '열심히', '살아서', '은퇴', '돈', '걱정', '없이', '편안하게', '쉴', '수', '있어서', '너무', '행복해']"
35270,E63,지금까지 모아둔 돈으로 아내와 여행을 매주 가려고 준비 중이야. 정말 기대된다.,1,"['지금까지', '모아', '##둔', '돈으로', '아내와', '여행을', '매주', '가려고', '준비', '중이', '##야', '.', '정말', '기대된다', '.']","['지금까지', '모아', '돈으로', '아내와', '여행을', '매주', '가려고', '준비', '중이', '정말', '기대된다']"
35271,E63,이제는 건강 생각해서 시골에서 아내와 작은집에서 텃밭을 일구며 생활하려고 해.,1,"['이제는', '건강', '생각해서', '시골', '##에서', '아내와', '작은', '##집에서', '텃밭', '##을', '일', '##구', '##며', '생활', '##하려고', '해', '.']","['이제는', '건강', '생각해서', '시골', '아내와', '작은', '텃밭', '일', '생활', '해']"
35272,E63,내가 모아둔 노후 자금도 있는데 내 자식들이 따로 용돈도 줘. 그래서 행복하게 지내고 있어.,1,"['내가', '모아', '##둔', '노후', '자금', '##도', '있는데', '내', '자식', '##들이', '따로', '용돈', '##도', '줘', '.', '그래서', '행복하게', '지내고', '있어', '.']","['내가', '모아', '노후', '자금', '있는데', '내', '자식', '따로', '용돈', '줘', '그래서', '행복하게', '지내고', '있어']"
35273,E63,아들에게 내가 평생 운영하던 사업을 물려주고 지금 편안히 생활을 하는 중이야.,1,"['아들', '##에게', '내가', '평생', '운영', '##하던', '사업을', '물려', '##주고', '지금', '편안', '##히', '생활을', '하는', '중이', '##야', '.']","['아들', '내가', '평생', '운영', '사업을', '물려', '지금', '편안', '생활을', '하는', '중이']"
35274,E63,모아 둔 돈도 있고 자녀들도 매월 지원해 주니까 나에게 손주들 선물해 주는 게 큰 낙이야.,1,"['모아', '둔', '돈도', '있고', '자녀', '##들도', '매월', '지원해', '주니', '##까', '나에게', '손', '##주', '##들', '선물해', '주는', '게', '큰', '낙', '##이야', '.']","['모아', '둔', '돈도', '있고', '자녀', '매월', '지원해', '주니', '나에게', '손', '선물해', '주는', '게', '큰', '낙']"
35275,E63,연금만으로 이미 풍족하지만 또 다른 꿈을 도전하기 위해서 카페 운영을 시작해서 좋아.,1,"['연금', '##만으로', '이미', '풍', '##족', '##하지만', '또', '다른', '꿈을', '도전', '##하기', '위해서', '카페', '운영을', '시작해서', '좋아', '.']","['연금', '이미', '풍', '또', '다른', '꿈을', '도전', '위해서', '카페', '운영을', '시작해서', '좋아']"
35276,E63,자녀들이 불편한 아내를 위해 가사 도우미를 지원해줘서 생활이 그나마 편해졌어.,1,"['자녀', '##들이', '불편한', '아내를', '위해', '가사', '도우', '##미를', '지원해', '##줘서', '생활이', '그나마', '편해', '##졌', '##어', '.']","['자녀', '불편한', '아내를', '위해', '가사', '도우', '지원해', '생활이', '그나마', '편해']"
35277,E63,매번 전셋집만 살았는데 드디어 내 집을 마련하니까 마음이 정말 편해졌어.,1,"['매번', '전', '##셋', '##집', '##만', '살았', '##는데', '드디어', '내', '집을', '마련', '##하니까', '마음이', '정말', '편해', '##졌', '##어', '.']","['매번', '전', '살았', '드디어', '내', '집을', '마련', '마음이', '정말', '편해']"
35278,E63,퇴직하고 재정도 안정적이니까 스트레스가 사라져서 매일 행복해.,1,"['퇴직', '##하고', '재정', '##도', '안정', '##적이', '##니까', '스트레스가', '사라져', '##서', '매일', '행복해', '.']","['퇴직', '재정', '안정', '스트레스가', '사라져', '매일', '행복해']"
35279,E63,얼마 전에 며느리가 손주를 낳아서 차를 한 대 선물해줬어. 너무 행복해.,1,"['얼마', '전에', '며느', '##리가', '손', '##주를', '낳', '##아서', '차를', '한', '대', '선물해', '##줬', '##어', '.', '너무', '행복해', '.']","['얼마', '전에', '며느', '손', '낳', '차를', '한', '대', '선물해', '너무', '행복해']"
35280,E64,보험회사에서 건강 축하금이라고 큰 돈을 보냈어. 이렇게 큰 돈이라니 만족스러워.,1,"['보험', '##회사', '##에서', '건강', '축하', '##금이', '##라고', '큰', '돈을', '보냈', '##어', '.', '이렇게', '큰', '돈이', '##라니', '만족스러', '##워', '.']","['보험', '건강', '축하', '큰', '돈을', '보냈', '이렇게', '큰', '돈이', '만족스러']"
35281,E64,은행 저축 만기가 이제 일 년 남았는데 너무 기뻐.,1,"['은행', '저축', '만기', '##가', '이제', '일', '년', '남았', '##는데', '너무', '기뻐', '.']","['은행', '저축', '만기', '이제', '일', '년', '남았', '너무', '기뻐']"
35282,E64,은퇴하면 퇴직금 나오는데 그중 일부는 세계 여행 가는 데 써야겠어.,1,"['은퇴', '##하면', '퇴직', '##금', '나오는데', '그중', '일부는', '세계', '여행', '가는', '데', '써야', '##겠어', '.']","['은퇴', '퇴직', '나오는데', '그중', '일부는', '세계', '여행', '가는', '데', '써야']"
35283,E64,은퇴 후에 귀농하려고 땅을 구입했어. 너무 기뻐.,1,"['은퇴', '후에', '귀', '##농', '##하려고', '땅을', '구입', '##했어', '.', '너무', '기뻐', '.']","['은퇴', '후에', '귀', '땅을', '구입', '너무', '기뻐']"
35284,E64,내가 꾸준히 자식들 위해서 저축과 노후 연금을 납부해서 천만다행이야.,1,"['내가', '꾸준히', '자식', '##들', '위해서', '저축', '##과', '노후', '연금', '##을', '납부', '##해서', '천', '##만', '##다행', '##이야', '.']","['내가', '꾸준히', '자식', '위해서', '저축', '노후', '연금', '납부', '천']"
35285,E64,내 집 마련에 성공해서 월세로 나가는 주거비가 줄어서 너무 좋아.,1,"['내', '집', '마련', '##에', '성공', '##해서', '월', '##세로', '나가는', '주거', '##비가', '줄어', '##서', '너무', '좋아', '.']","['내', '집', '마련', '성공', '월', '나가는', '주거', '줄어', '너무', '좋아']"
35286,E64,부모님께서 물려주신 작은 땅으로 드디어 은행 대출을 다 갚았어. 너무 기뻐.,1,"['부모님께', '##서', '물려', '##주신', '작은', '땅', '##으로', '드디어', '은행', '대출을', '다', '갚', '##았', '##어', '.', '너무', '기뻐', '.']","['부모님께', '물려', '작은', '땅', '드디어', '은행', '대출을', '다', '갚', '너무', '기뻐']"
35287,E64,자식이 대학교를 졸업해서 이제는 나한테 큰 지출은 없을 거 같아서 뿌듯하고도 기뻐.,1,"['자식', '##이', '대학교', '##를', '졸업', '##해서', '이제는', '나한테', '큰', '지출', '##은', '없을', '거', '같아서', '뿌듯', '##하고도', '기뻐', '.']","['자식', '대학교', '졸업', '이제는', '나한테', '큰', '지출', '없을', '거', '같아서', '뿌듯', '기뻐']"
35288,E64,아들이 결혼하고 나니까 이제 큰돈 나갈 일은 없을 것 같아. 뿌듯해.,1,"['아들이', '결혼', '##하고', '나니까', '이제', '큰', '##돈', '나갈', '일은', '없을', '것', '같아', '.', '뿌듯', '##해', '.']","['아들이', '결혼', '나니까', '이제', '큰', '나갈', '일은', '없을', '것', '같아', '뿌듯']"
35289,E64,내가 오늘 현재 재정으로 노후 설계를 받았는데 아주 마음에 들어서 기뻐.,1,"['내가', '오늘', '현재', '재정', '##으로', '노후', '설계', '##를', '받았는데', '아주', '마음에', '들어서', '기뻐', '.']","['내가', '오늘', '현재', '재정', '노후', '설계', '받았는데', '아주', '마음에', '들어서', '기뻐']"
35290,E64,은퇴 후 삶에 대한 강의를 듣고 나의 노후계획을 멋지게 만들어 보았어. 맘에 들어서 뿌듯해.,1,"['은퇴', '후', '삶에', '대한', '강의를', '듣고', '나의', '노후', '##계획을', '멋지게', '만들어', '보았', '##어', '.', '맘에', '들어서', '뿌듯', '##해', '.']","['은퇴', '후', '삶에', '대한', '강의를', '듣고', '나의', '노후', '멋지게', '만들어', '보았', '맘에', '들어서', '뿌듯']"
35291,E64,내가 지금까지 준비해온 노후 계획이 완벽하다고 금융상담사가 얘기해주니까 너무 좋아.,1,"['내가', '지금까지', '준비해', '##온', '노후', '계획이', '완벽', '##하다고', '금융', '##상담', '##사가', '얘기', '##해주니', '##까', '너무', '좋아', '.']","['내가', '지금까지', '준비해', '노후', '계획이', '완벽', '금융', '얘기', '너무', '좋아']"
35314,E69,나는 내 또래에 비해 확실히 건강한 것 같아서 행복해.,1,"['나는', '내', '또래', '##에', '비해', '확실히', '건강한', '것', '같아서', '행복해', '.']","['나는', '내', '또래', '비해', '확실히', '건강한', '것', '같아서', '행복해']"
35315,E69,요새 매일 운동을 해서 건강한 편이야. 운동을 하니 몸도 가볍고 기분도 좋네.,1,"['요새', '매일', '운동을', '해서', '건강한', '편이', '##야', '.', '운동을', '하니', '몸도', '가볍고', '기분도', '좋네', '.']","['요새', '매일', '운동을', '해서', '건강한', '편이', '운동을', '하니', '몸도', '가볍고', '기분도', '좋네']"
35316,E69,다른 건 제쳐두고 자식들이 내 건강 걱정을 할 필요가 없어서 좋아.,1,"['다른', '건', '제', '##쳐', '##두고', '자식', '##들이', '내', '건강', '걱정을', '할', '필요가', '없어서', '좋아', '.']","['다른', '건', '제', '자식', '내', '건강', '걱정을', '할', '필요가', '없어서', '좋아']"
35317,E69,나는 건강해서 딸도 나를 안 걱정해. 걱정시킬 일이 하나라도 줄어 좋아.,1,"['나는', '건강', '##해서', '딸', '##도', '나를', '안', '걱정', '##해', '.', '걱정', '##시킬', '일이', '하나라도', '줄어', '좋아', '.']","['나는', '건강', '딸', '나를', '안', '걱정', '걱정', '일이', '하나라도', '줄어', '좋아']"
35318,E69,나는 몸에 나쁜 걸 잘 안 먹어서 건강해. 건강하니 기분도 좋네.,1,"['나는', '몸에', '나쁜', '걸', '잘', '안', '먹어서', '건강', '##해', '.', '건강', '##하니', '기분도', '좋네', '.']","['나는', '몸에', '나쁜', '걸', '잘', '안', '먹어서', '건강', '건강', '기분도', '좋네']"
35319,E69,난 건강한 요리를 맛있게 할 수 있어. 자식들이 잘 먹어줘서 기분이 좋아.,1,"['난', '건강한', '요리를', '맛있게', '할', '수', '있어', '.', '자식', '##들이', '잘', '먹어', '##줘서', '기분이', '좋아', '.']","['난', '건강한', '요리를', '맛있게', '할', '수', '있어', '자식', '잘', '먹어', '기분이', '좋아']"
35320,E69,오늘 병원에서 신체검사를 받았는데 내 나이보다 십 년이나 젊게 나왔어. 정말 기쁘네.,1,"['오늘', '병원에서', '신체', '##검사를', '받았는데', '내', '나이', '##보다', '십', '년', '##이나', '젊', '##게', '나왔', '##어', '.', '정말', '기쁘', '##네', '.']","['오늘', '병원에서', '신체', '받았는데', '내', '나이', '십', '년', '젊', '나왔', '정말', '기쁘']"
35321,E69,우리 가족 건강은 내가 책임지고 있어. 왜냐면 내가 건강하거든.,1,"['우리', '가족', '건강', '##은', '내가', '책임', '##지고', '있어', '.', '왜냐면', '내가', '건강', '##하', '##거든', '.']","['우리', '가족', '건강', '내가', '책임', '있어', '왜냐면', '내가', '건강']"
35322,E69,의사 선생님이 상태가 많이 호전됐대. 이번 치료만 끝나면 퇴원할 수 있을 거야.,1,"['의사', '선생님이', '상태가', '많이', '호전', '##됐', '##대', '.', '이번', '치료', '##만', '끝나면', '퇴', '##원', '##할', '수', '있을', '거야', '.']","['의사', '선생님이', '상태가', '많이', '호전', '이번', '치료', '끝나면', '퇴', '수', '있을', '거야']"
